Cataloger,Book ID,Title,Count,Date,Neighborhood,Collections,Fiction or Nonfiction,Age Group,Category1,Category2,Dewey Wording,Subjects,Dewey Decimal,Summary,Languages,Original Languages,LC Classification,ISBN,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Review,Rating,Comment,Private Comment,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,ISBNs,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
A,168464818,Daughter of Fortune: A Novel,1,1999,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > Literature > Spanish And Portuguese > Spanish fiction,"Adventure fiction|Adventure stories|California > History > 1846-1850 > Fiction|California > Social life and customs > 19th century > Fiction|Cassettes, Spoken|Gold mines and mining > California > Fiction|Historical fiction|Love Stories|Love stories|Love stories > Fiction|adventure stories",863.64,Daughter of Fortune: A Novel by Isabel Allende (1999),English,English,PQ8098.1 .L54,[006019491X],1,"Kline, Suzy",Author,,,Scholastic Inc (2000),,,,,Paperback,7.4 inches,0.05 pounds,7.4 inches,0.2 inches,5.1 inches,7.4 x 5.1 x 0.2 inches,53 ,,,,,,,,"[0439442141, 9780439442145]",,1,amazon.com,2019-05-05,,,1332148,,,,
A,168464876,I Love You Through And Through,1,2005,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,I Love You Through And Through by Bernadette Rossetti Shustak (2005),English,English,PZ8.3 .R7442,[0439673631],1,"Brothers, Joyce",Author,,,"Simon and Schuster (1978), Edition: First Edition, 286 pages",,,,,Hardcover,286 p.; 8.5 inches,1.1 pounds,8.5 inches,1.4 inches,5.6 inches,8.5 x 5.6 x 1.4 inches,286 ,,,,,,,,"[0671226592, 9780671226596]",,1,amazon.com books,2019-05-05,,,2304408,,,,
A,168464894,The Eye of the Tiger,1,2001,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,English > Fiction > Literature,Adventure stories|Fiction in English|Indian Ocean > Fiction|Large Type Books|Large type books|Treasure troves > Fiction|Treasure-trove > Fiction|adventure stories,823,The Eye of the Tiger by Wilbur Smith (2001),English,English,PZ4 .S6596 .9,[0312979398],3,"yeoman, r s",Author,,,"Whitman Publishing Company (1973), Edition: Revised Edition",,,,,Hardcover,,,,,,,,,,,,,,,,,1,amazon.com books,2019-05-05,,,23211840,,,,
A,168464685,American Wife: A Novel (Random House Reader's Circle),1,2009,Phinney-Green,Phinney-Green4,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,Bildungsromans|Presidents' spouses > United States > Fiction|Women librarians > Fiction,813.6,American Wife: A Novel (Random House Reader's Circle) by Curtis Sittenfeld (2009),English,English,PS3619 .I94,[0812975405],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168464625,The Ghost at Dawn's House (The Baby-Sitters Club #9),1,1988,Phinney-Green,Phinney-Green4,Fiction,Young Adult,Novel,Null,By Topic > Literature > Literature,Babysitters > Fiction|Clubs > Fiction|Friendship > Fiction|Ghosts > Fiction|Large Type Books|Large type books|Mystery and Detective Stories|Mystery and Detective stories|Mystery and detective stories,800,The Ghost at Dawn's House (The Baby-Sitters Club #9) by Ann M. Martin (1988),English,English,PZ7 .M3567585,[0590435086],1,"Nelson, Thomas",Author,,,"Thomas Nelson (2013), Edition: Brdbk, 20 pages",,,,,Board book,20 p.; 5.12 inches,0.55 pounds,5.12 inches,6.26 inches,0.98 inches,5.12 x 0.98 x 6.26 inches,20 ,,,,,,,,"[1400322138, 9781400322138]",,1,amazon.com books,2019-05-08,,,17246865,,,,
A,168464829,Dragonwings,1,1990,Phinney-Green,Phinney-Green4,Fiction,Young Adult,Novel,Null,20th Century > American And Canadian > Drama > Literature,"Children's plays, American|Chinese Americans > Fiction|Fathers and sons > Fiction|Large Type Books|Large type books|San Francisco (Calif.) > Fiction. > 20th century|San Francisco (Calif.) > History > 20th century > Fiction",812.54,Dragonwings by Laurence Yep (1990),English,English,PZ7 .Y44,[0590434500],1,"Duffey, Betsy",Author,,,"Puffin Books (1999), 96 pages",,,,,Paperback,96 p.; 5.04 inches,0.18 pounds,5.04 inches,7.88 inches,0.26 inches,5.04 x 0.26 x 7.88 inches,96 ,,,,,,,,"[0141303506, 9780141303505]",,1,amazon.com books,2019-05-05,,,957698,,,,
A,168465079,"Little House on the Prairie (Little House, No 3)",1,2008,Phinney-Green,Phinney-Green4,Fiction,Young Adult,novel,Null,1900-1944 > 20th Century > American And Canadian > Fiction > Literature,"Family life > Fiction|Family life > Great Plains > Fiction|Family life > Great Plains > Juvenile fiction|Family life > Juvenile fiction|Family life > Minnesota > Fiction|Family life > fiction|Frontier and pioneer life > Fiction|Frontier and pioneer life > Great Plains > Fiction|Frontier and pioneer life > Great Plains > Juvenile fiction|Frontier and pioneer life > Juvenile fiction|Frontier and pioneer life > Minnesota > Fiction|Great Plains > Fiction|Great Plains > Juvenile fiction|Large Type Books|Large type books|Minnesota > Fiction|Pioneers > Juvenile fiction|Wilder, Laura Ingalls, 1867-1957 > Fiction|Wilder, Laura Ingalls, 1867-1957 > Juvenile fiction|Wilder, Laura Ingalls, 1867-1957. > Fiction",813.52,"Little House on the Prairie (Little House, No 3) by Laura Ingalls Wilder (2008)",English,English,PZ7 .W6461,[0064400026],5,"Shaara, Michael",Author,,,"Ballantine Books (1987), 355 pages",,,,,Paperback,355 p.; 4.18 inches,0.4 pounds,4.18 inches,6.86 inches,0.98 inches,4.18 x 0.98 x 6.86 inches,355 ,,,,,,,,"[0345348109, 9780345348104]",,1,amazon.com books,2019-04-13,,,6935,,,,
A,168464736,Hoofbeats: Katie and the Mustang #4,1,2004,Phinney-Green,Phinney-Green4,Fiction,Young Adult,Novel,Null,"Amusements and Recreation > Arts and Recreation > Biography And History > Film > Film, Radio, And Television  > Public Entertainments, TV, Movies",,791.4309,Hoofbeats: Katie and the Mustang #4 by Kathleen Duey (2004),English,English,,[0142400939],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,168460941,Parrot and Olivier in America,1,2011,Phinney-Green,Phinney-Green-extra2,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,,823.914,Parrot and Olivier in America by Peter Stafford Carey (2011),English,English,PR9619.3 .C36,[0571253326],5,"Larsson, Stieg",Author,,,"Vintage (2010), Edition: Reprint, 752 pages",,,,,Paperback,752 p.; 4.2 inches,0.7 pounds,4.2 inches,6.85 inches,1.65 inches,4.2 x 1.65 x 6.85 inches,752 ,,,,,,,,"[0307476154, 9780307476159]",,1,amazon.com books,2019-05-05,,,1769540,,,,
A,168460965,Judgment by Fire,1,1988,Phinney-Green,Phinney-Green-extra2,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Judgment by Fire by Frederick D. Huebner (1988),English,English,,[0449134210],5,"Hilderbrand, Elin",Author,,,"Little, Brown and Company (2014), Edition: First Edition, 368 pages",,,,,Hardcover,368 p.; 6.5 inches,1.25 pounds,6.5 inches,9.63 inches,1.25 inches,6.5 x 1.25 x 9.63 inches,368 ,,,,,,,,"[0316099759, 9780316099752]",,1,amazon.com books,2019-05-05,,,14671616,,,,
A,168461154,The Lucy Variations,1,2013,Phinney-Green,Phinney-Green-extra2,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,The Lucy Variations by Sara Zarr (2013),English,English,PZ7 .Z26715,[9780316205016],1,"Ramke, Bin",Editor,,,"Denver University (2012), 138 pages",,,,,Magazine (paper),138 p.; 9 inches,,9 inches,0.5 inches,6 inches,9 x 6 x 0.5 inches,138 ,,,,,,,,,,1,amazon.com books,2019-05-05,,,17737346,,,,
A,168461249,"Rabbit, Run",1,1996,Phinney-Green,Phinney-Green-extra2,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Angstrom, Harry (Fictitious character) > Fiction|Grief > Fiction|Large Type Books|Large type books|Middle class men > Fiction|Middle class men > United States > Fiction|Pennsylvania > Fiction|Psychological fiction",813.54,"Rabbit, Run by John Updike (1996)",English,English,PS3571 .P4,[0449911659],1,"Duey, Kathleen",Author,,,"Puffin Books (2004), 144 pages",,,,,Paperback,144 p.; 5.06 inches,0.32 pounds,5.06 inches,7.61 inches,0.37 inches,5.06 x 0.37 x 7.61 inches,144 ,,,,,,,,"[0142400939, 9780142400937]",,1,amazon.com books,2019-05-05,,,2304949,,,,
A,168461194,Brigade Boys In the Arctic Wilderness,1,1961,Phinney-Green,Phinney-Green-extra2,Fiction,Young Adult,Novel,Null,,,,Brigade Boys In the Arctic Wilderness by Bernard Palmer (1961),English,,,,1,"Down, Reg",Author,,,"Trafford Publishing (2006), 100 pages",,,,,Paperback,100 p.; 6 inches,0.5 pounds,6 inches,9 inches,0.23 inches,6 x 0.23 x 9 inches,100 ,,,,,,,,"[1412080711, 9781412080712]",,1,amazon.com books,2019-05-05,,,6730774,,,,
A,168462160,The Couple Next Door: A Novel,1,2018,Phinney-Green,Phinney-Greenlake rest 3,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,The Couple Next Door: A Novel by Shari Lape–a (2018),English,English,PR9199.4 .L366,[0525505318],1,"Powell, Eli",Author,,,"Independently published (2018), 90 pages",,,,,Paperback,90 p.; 6.88 inches,,6.88 inches,10.44 inches,0.21 inches,6.88 x 0.21 x 10.44 inches,90 ,,,,,,,,"[1717986986, 9781717986986]",,1,amazon.com books,2019-04-13,,,23133871,,,,
A,167757822,The Killer Angels: The Classic Novel of the Civil War (Civil War Trilogy),1,1987,Queen Anne,Queen Anne 1,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,"Gettysburg, Battle of, Gettysburg, Pa., 1863 > Fiction|Historical Fiction|Historical fiction|Large Type Books|Large type books|Pennsylvania > Fiction. > Civil War, 1861-1865|Pennsylvania > History > Civil War, 1861-1865 > Fiction|Talking books|War stories|historical fiction",813.54,The Killer Angels: The Classic Novel of the Civil War (Civil War Trilogy) by Michael Shaara (1987),English,English,PS3569 .H2,[0345348109],1,"Bloom, Molly",Author,,,"Dey Street Books (2017), Edition: Media Tie In, 272 pages",,,,,Paperback,272 p.; 5.31 inches,0.45 pounds,5.31 inches,8 inches,0.61 inches,5.31 x 0.61 x 8 inches,272 ,,,,,,,,"[006283858X, 9780062838582]",,1,amazon.com books,2019-04-13,,,15114888,,,,
A,167757834,Ravage 88,1,2018,Queen Anne,Queen Anne 1,Fiction,Adult,Novel,Null,,,,Ravage 88 by Eli Powell (2018),English,English,,[1717986986],1,"George, Elizabeth",Author,,,"Dutton (2012), Edition: 1st, 610 pages",,,,,Paperback,610 p.; 5.5 inches,1.3 pounds,5.5 inches,8.4 inches,1.4 inches,5.5 x 1.4 x 8.4 inches,610 ,,,,,,,,"[9780451237699, 0451237692]",,1,amazon.com books,2019-04-13,,,11433617,,,,
A,167757849,Believing the Lie: A Lynley Novel,1,2012,Queen Anne,Queen Anne 1,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Believing the Lie: A Lynley Novel by Elizabeth George (2012),English,English,PS3557 .E478,[9780451237699],1,"Lanier, Bob",Author,,,"Scholastic Paperbacks (2003), 80 pages",,,,,Paperback,80 p.; 5.25 inches,0.13 pounds,5.25 inches,7.5 inches,0.5 inches,5.25 x 0.5 x 7.5 inches,80 ,,,,,,,,"[0439409004, 9780439409001]",,1,amazon.com books,2019-04-13,,,1414061,,,,
A,167757779,Annie's Song,1,2013,Queen Anne,Queen Anne 1,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Deaf women > Fiction|Historical Fiction|Historical fiction|Love stories|Oregon > History > Fiction|historical fiction,813.54,Annie's Song by Catherine Anderson (2013),English,English,PS3551 .N3543,[9780380779611],5,"Galbraith, Robert",Author,,,"Mulholland Books (2013), 464 pages",,,,,Hardcover,464 p.; 6.33 inches,1.54 pounds,6.33 inches,9.5 inches,2.13 inches,6.33 x 2.13 x 9.5 inches,464 ,,,,,,,,"[0316206849, 9780316206846]",,1,amazon.com books,2019-04-13,,,13570546,,,,
A,167757803,Painted Statue,1,1987,Queen Anne,Queen Anne 1,Fiction,Adult,Novel,Null,English > Fiction > Literature,,823,Painted Statue by Stephanie Claire (1987),English,English,,[0340394099],1,"King, Stephen",Author,,,"Signet (1985), 318 pages",,,,,Paperback,318 p.; 7 inches,0.35 pounds,7 inches,5 inches,1 inch,7 x 1 x 5 inches,318 ,,,,,,,,"[0451190750, 9780451190758]",,1,amazon.com books,2019-04-13,,,35834,,,,
A,167757889,Welcome to the Bed and Biscuit,1,2009,Queen Anne,Queen Anne 1,Fiction,Children's,Novel,Null,,Animals > Fiction|Fire extinction > Fiction|Veterinarians > Fiction,,Welcome to the Bed and Biscuit by Joan Carris (2009),English,English,PZ7 .C2347,[0763646210],5,"Farley, Walter",Author,,,"Yearling (1991), Edition: Reissue, 160 pages",,,,,Paperback,160 p.; 5.19 inches,0.25 pounds,5.19 inches,7.62 inches,0.35 inches,5.19 x 0.35 x 7.62 inches,160 ,,,,,,,,"[0679813489, 9780679813484]",,1,amazon.com books,2019-04-13,,,112259,,,,
A,167757886,The Young Black Stallion: A Wild and Untamable Spirit!,1,1991,Queen Anne,Queen Anne 1,Fiction,Young Adult,Novel,Null,American And Canadian > Fiction > Literature,Horses > Fiction|Horses > Juvenile Fiction|Horses > Juvenile fiction|horses > Fiction,813,The Young Black Stallion: A Wild and Untamable Spirit! by Walter Farley (1991),English,English,PZ10.3 .F22,[0679813489],1,"Scotton, Rob",Author,,,"HarperCollins (2015), 32 pages",,,,,Paperback,32 p.; 6 inches,0.15 pounds,6 inches,9 inches,0.13 inches,6 x 0.13 x 9 inches,32 ,,,,,,,,"[9780062294180, 0062294180]",,1,amazon.com all media,2019-04-13,,,15978781,,,,
A,167759118,The Last Anniversary: A Novel,1,2014,Queen Anne,Queen Anne 2,Fiction,Adult,Novel,Null,21st Century > English > Fiction > Literature > Modern Period,Domestic fiction|Family > Australia > Fiction,823.92,The Last Anniversary: A Novel by Liane Moriarty (2014),English,English,PR9619.4 .M67,[9780060890681],5,"Lofting, Hugh",Author,,,"Yearling (1991), Edition: Reprinted",,,,,Paperback,6.5 inches,0.35 pounds,6.5 inches,0.9 inches,4 inches,6.5 x 4 x 0.9 inches,336 ,,,,,,,,"[0440700140, 9780440700142]",,1,amazon.com,2019-04-13,,,126493,,,,
A,167759149,The Razor's Edge,1,1984,Queen Anne,Queen Anne 2,Fiction,Adult,Novel,Null,1901-1945 > 20th Century > English > Fiction > Literature > Modern Period,Bildungsromane|Fiction in English|Medicine in Literature|Medicine in literature|Publishers' advertisements|fiction in English,823.912,The Razor's Edge by W. Somerset Maugham (1984),English,English,PR6025 .A86,[0140073132],5,"Wu, Tim",Author,,,"Columbia Global Reports (2018), 154 pages",,,,,Paperback,154 p.; 5 inches,0.4 pounds,5 inches,7.5 inches,0.5 inches,5 x 0.5 x 7.5 inches,154 ,,,,,,,,"[0999745468, 9780999745465]",,1,amazon.com books,2019-04-13,,,22063037,,,,
A,167759150,The Razor's Edge,1,1984,Queen Anne,Queen Anne 2,Fiction,Adult,Novel,Null,1901-1945 > 20th Century > English > Fiction > Literature > Modern Period,Bildungsromane|Fiction in English|Medicine in Literature|Medicine in literature|Publishers' advertisements|fiction in English,823.912,The Razor's Edge by W. Somerset Maugham (1984),English,English,PR6025 .A86,[0140073132],3,"Darcy, Clare",Author,,,"Walker (1976), 255 pages",,,,,Hardcover,255 p.; 8.3 inches,1.45 pounds,8.3 inches,1.9 inches,5.8 inches,8.3 x 5.8 x 1.9 inches,255 ,,,,,,,,"[0802705553, 9780802705556]",,1,amazon.com books,2019-04-13,,,514119,,,,
A,167759154,All Fall Down (Oxenbury Board Books),1,1999,Queen Anne,Queen Anne 2,Fiction,Adult,Novel,Null,21st Century > English > Fiction > Literature > Modern Period,,823.92,All Fall Down (Oxenbury Board Books) by Helen Oxenbury (1999),English,English,PZ7 .O975,[9780689819858],1,"Altamirano, Ignacio Manuel",Author,,,"Berbera Editores (2009), Edition: 2nd edition, 143 pages",,,,,Paperback,143 p.; 8.3 inches,0.45 pounds,8.3 inches,0.4 inches,5.2 inches,8.3 x 5.2 x 0.4 inches,143 ,,,,,,,,"[9707830344, 9789707830349]",,1,amazon.com books,2019-04-13,,,4585861,,,,
A,167760581,The New Inheritors,1,2018,Queen Anne,Queen Anne 3,Fiction,Adult,Novel,Null,,,,The New Inheritors by Kent Wascom (2018),English,English,,[9780802128171],1,"Carris, Joan",Author,,,"Candlewick (2009), Edition: 1, 128 pages",,,,,Paperback,128 p.; 5.19 inches,0.25 pounds,5.19 inches,7.63 inches,0.37 inches,5.19 x 0.37 x 7.63 inches,128 ,,,,,,,,"[0763646210, 9780763646219]",,1,amazon.com books,2019-04-13,,,1886623,,,,
A,167760583,An Evening of Long Goodbyes: A Novel,1,2004,Queen Anne,Queen Anne 3,Fiction,Adult,Novel,Null,American And Canadian > Fiction > Literature,Bildungsromans|Biographers > Fiction|Brothers and sisters > Fiction|Children of the rich > Fiction|Domestic Fiction|Domestic fiction|Dublin (Ireland) > Fiction|Film historians > Fiction|Humorous fiction|Inheritance and succession > Fiction|humorous fiction,813,An Evening of Long Goodbyes: A Novel by Paul Murray (2004),English,English,PR6113 .U78,[1400061164],1,"DePaola, Tomie",Author,,,"Puffin Books (2003), Edition: Reprint, 32 pages",,,,,Paperback,32 p.; 8.5 inches,0.29 pounds,8.5 inches,11 inches,0.15 inches,8.5 x 0.15 x 11 inches,32 ,,,,,,,,"[0142500763, 9780142500767]",,1,amazon.com books,2019-04-13,,,533541,,,,
A,167760666,Once and Always (The Sequels series),1,1990,Queen Anne,Queen Anne 3,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,,813.54,Once and Always (The Sequels series) by Judith McNaught (1990),English,English,PS3563 .C3884 O53,[9780671737627],1,"Lewis, Kevin",Author,,,Disney (2014),,,,,Hardcover,9.13 inches,1.58 pounds,9.13 inches,1.11 inches,6.57 inches,9.13 x 6.57 x 1.11 inches,,,,,,,,,"[1484721519, 9781484721513]",,1,amazon.com books,2019-04-13,,,18852682,,,,
A,167760727,Bridget Jones: The Edge of Reason: A Novel,1,2001,Queen Anne,Queen Anne 3,Fiction,Adult,novel,Null,1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,"Comedy|Comedy > Feature|Diary Fiction|Diary fiction|England > Fiction|England > fiction|Humorous Stories|Humorous fiction|Humorous stories|Jones, Bridget (Fictitious character) > Fiction|Romance|Romance > Feature|Single women > England > London > Fiction|Single women > Fiction|Single women > London > Fiction|comedy|humorous fiction|humorous stories",823.914,Bridget Jones: The Edge of Reason: A Novel by Helen Fielding (2001),English,English,PR6056 .I4588,[0140298479],1,"Dolby, Karen",Author,,,"Usborne Pub Ltd (2003), 32 pages",,,,,Paperback,32 p.; 6 inches,0.15 pounds,6 inches,8.25 inches,0.25 inches,6 x 0.25 x 8.25 inches,32 ,,,,,,,,"[0794502342, 9780794502348]",,1,amazon.com,2019-04-13,,,2425228,,,,
A,167760786,Wings,1,2009,Queen Anne,Queen Anne 3,Fiction,Adult,Novel,Null,21st Century > American And Canadian > Fiction > Literature,,813.6,Wings by Aprilynne Pike (2009),English,English,PZ7 .P6257,[0061668036],1,"Crichton, Michael",Author,,,"Alfred A. Knopf (1992), Edition: 1st, 355 pages",,,,,Hardcover,355 p.; 6.52 inches,1 pound,6.52 inches,9.53 inches,1.37 inches,6.52 x 1.37 x 9.53 inches,355 ,,,,,,,,"[0394589424, 9780394589428]",,1,amazon.com all media,2019-04-13,,,18918,,,,
A,167760793,Takedown,1,2018,Queen Anne,Queen Anne 3,Fiction,Young Adult,Novel,Null,,,,Takedown by Laura Shovan (2018),English,English,,[0553521411],1,"Presto, National",Author,,,"National Presto Industries, Inc. (1949), 128 pages",,,,,Paperback,128 p.; 8.1 inches,0.3 pounds,8.1 inches,0.4 inches,5.1 inches,8.1 x 5.1 x 0.4 inches,128 ,,,,,,,,,,1,amazon.com books,2019-04-13,,,15689982,,,,
A,167760806,Nate Expectations,1,2018,Queen Anne,Queen Anne 3,Fiction,Young Adult,Novel,Null,,,,Nate Expectations by Tim Federle (2018),English,English,,[1481404121],1,"Gurr, David",Author,,,"Macdonald & Jane's/Futura (1979), Edition: 1st ed",,,,,Hardcover,9.21 inches,1.23 pounds,9.21 inches,1.1 inches,5.98 inches,9.21 x 5.98 x 1.1 inches,,,,,,,,,"[0771036604, 9780771036606]",,1,amazon.com,2019-04-13,,,517385,,,,
A,167760835,"Ramona Quimby, Age 8",1,2016,Queen Anne,Queen Anne 3,Fiction,Young Adult,Novel,Null,American And Canadian > Fiction > Literature,Audiobooks|Family > Juvenile fiction|Family life > Fiction|Family life > fiction|Large Type Books|Large type books|Reading clinic > Level P|Schools > FIction|Schools > Fiction|Schools > Juvenile Fiction|Schools > Juvenile fiction|Schools > fiction,813,"Ramona Quimby, Age 8 by Beverly Cleary (2016)",English,English,PZ7 .C5792,[0380709562],1,"Mortenson, Greg",Author,,,"Viking (2009), Edition: 1st, 448 pages",,,,,Hardcover,448 p.; 6.33 inches,1.55 pounds,6.33 inches,9.27 inches,1.41 inches,6.33 x 1.41 x 9.27 inches,448 ,,,,,,,,"[0670021156, 9780670021154]",,1,amazon.com books,2019-04-13,,,8811856,,,,
A,167762846,The Graduate,1,2002,Queen Anne,Queen Anne 4,Fiction,Adult,Novel,Null,1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Bildungsromans|College graduates > Fiction|Love Stories|Love stories|Mistresses > Fiction|Mothers and daughters > Fiction|Young men > Fiction,813.54,The Graduate by Charles Webb (2002),English,English,PS3573 .E195,[0743456459],5,"Wascom, Kent",Author,,,"Grove Press (2018), Edition: 1st, 240 pages",,,,,Hardcover,240 p.; 6 inches,1 pound,6 inches,9 inches,0.5 inches,6 x 0.5 x 9 inches,240 ,,,,,,,,"[9780802128171, 0802128173]",,1,amazon.com books,2019-04-13,,,20291770,,,,
